BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS
1783.622522,1,0,0,0,99.516488,2000,453.767518,509.410087
3560.734141,1,0,0,0,1466.123982,4000,886.116717,1055.467811
4751.340645,1,309.86,0,309.86,0,8600,5883.427252,1488.472099
33.663794,1,585.6,0,585.6,0,1000,578.786142,191.914428
124.739834,1,1004.3,0,1004.3,0,4000,970.981432,179.454519
2786.494499,1,0,0,0,1547.268611,8000,837.844106,916.41672
6538.064926,1,1554.42,193.1,1361.32,1329.288028,7500,1213.586463,2575.138832
4360.032452,1,0,0,0,655.669266,4500,1345.389329,1263.872069
1013.23312,0.909091,0,0,0,603.491005,1200,535.726687,206.591708
7215.745096,1,0,0,0,3682.382663,12000,1946.227099,1782.085048
2320.402196,1,436,0,436,3298.084294,4000,4664.822102,858.092813
8791.161142,1,0,0,0,3706.755143,12000,2244.627566,2916.278944
22.720976,0.545455,853.75,123.5,730.25,0,6000,594.205112,45.492655
1083.787792,1,110,110,0,342.027342,1200,504.434613,438.752592
3.744802,0.272727,154.5,154.5,0,0,3800,178.897596,30.229283
5968.583246,1,22381.97,19150.02,3231.95,0,14500,20343.28681,1966.191831
2249.367093,1,902.43,902.43,0,0,2500,789.29843,705.466936
326.648686,1,1086.16,188,898.16,0,7000,2579.973654,191.872793
3481.400783,1,188,188,0,2747.982493,8500,844.591086,1063.696942
2237.238086,1,120,120,0,0,2500,343.102984,712.986387
1611.720259,1,955.59,873.85,81.74,0,5000,703.220116,457.013405
3294.951011,1,2923.07,2762,161.07,3801.850865,13000,6320.790788,1002.946812
1436.783799,1,258.86,25.52,233.34,143.228646,1500,662.396392,404.768221
78.44322,1,1367.73,0,1367.73,0,6000,1229.147513,164.423401
3586.66025,1,342,177,165,5409.095889,6000,5949.072074,1315.504162
1119.464067,1,0,0,0,748.241727,3000,1951.116757,334.301206
190.872836,0.545455,3011.36,0,3011.36,0,7500,2543.018081,70.915266
4881.395564,0.909091,849.78,849.78,0,0,11500,1097.471776,1314.593462
891.111576,0.909091,698.99,0,698.99,1208.994937,1500,2152.76797,371.913747
124.732546,0.818182,301.07,301.07,0,0,5000,732.951933,133.935004
1820.216623,1,4877.66,2341.16,2536.5,0,4500,1297.994539,408.293375
212.080181,1,618,333,285,0,6000,378.383325,169.341588
2135.406047,1,1600.09,1425.13,174.96,78.600122,2500,699.818277,976.996811
523.329585,1,5819.46,4646.02,1173.44,0,6000,5279.91437,194.433112
2655.715643,1,0,0,0,2179.449214,3000,893.586488,637.350978
17.415068,0.727273,147.7,0,147.7,0,4000,177.088102,127.799107
347.577293,0.857143,26.8,26.8,0,470.846474,500,28.654864,256.522546
2201.533726,1,0,0,0,2719.782919,3000,3436.911086,711.894455
169.850339,1,1693.03,39,1654.03,0,4000,1382.622524,181.773223
1584.358415,1,0,0,0,440.692946,4000,805.264643,452.084802
5030.927831,1,99,99,0,2999.769235,6000,1144.381323,1143.067027
982.165343,1,435.72,45.65,390.07,0,2300,917.52463,1319.508567
233.376877,1,1178.12,901.5,276.62,0,6000,1098.390459,177.323148
1201.149593,1,851.21,260.45,590.76,0,3600,978.569968,362.83664
36.607995,0.545455,224.4,224.4,0,0,2100,372.093413,151.08003
2380.291402,1,1433.2,487.74,945.46,254.450638,7000,1877.023036,616.430163
198.377577,0.636364,0,0,0,3882.683613,9000,6200.550587,114.23108
27.585915,0.090909,0,0,0,1209.369868,11000,14176.74867,46.573054
1369.969909,1,1770,1770,0,460.484164,1800,1692.52541,365.78324
100.037595,1,414.48,0,414.48,0,1000,234.619774,144.362561
1412.593167,1,1278.5,1278.5,0,0,10500,1296.772849,327.424876
3473.463277,1,1182.95,718.75,464.2,0,6000,955.667752,1243.191013
411.894578,1,2948.1,2706.59,241.51,0,4000,2520.35969,185.983855
3380.990237,1,984.31,984.31,0,508.157584,3800,1694.781649,2591.170425
381.959463,0.545455,1013.6,1013.6,0,476.74727,3500,2246.428764,103.601608
449.456201,1,3597.02,2833.13,763.89,0,2000,3901.786339,177.54056
1134.830372,1,833.98,833.98,0,0,7500,285.23111,184.13146
1358.798385,1,0,0,0,174.369769,1500,337.074078,294.178618
177.550964,1,2188.88,101,2087.88,0,7500,2372.21499,188.138313
1310.839573,1,646.28,422.17,224.11,2350.427153,1500,1758.379933,908.470064
1088.568358,1,436.8,150,286.8,0,1000,363.125659,1618.005527
341.233281,1,277.06,0,277.06,0,2800,2859.947327,2595.876353
1289.327381,1,892,563,329,0,3500,655.143647,360.636863
597.297664,0.636364,689.67,228.87,460.8,73.693002,3511.111111,2327.014381,246.495299
894.081947,1,1901.71,1853.11,48.6,206.61878,1500,947.130141,220.745296
1492.035204,1,2429.23,1680.7,748.53,0,7000,4373.664316,373.988419
112.514659,0.6,459.51,274.65,184.86,0,1200,211.625556,103.297347
795.401963,1,3408.01,3408.01,0,0,5000,5797.060195,242.410057
1987.474619,1,2254.03,1607.39,646.64,988.51815,3000,898.751834,862.981582
6995.3025,1,999.77,0,999.77,6507.113368,8000,2863.397049,2553.534465
72.518075,1,525,0,525,0,1000,553.4725,181.029848
541.61305,1,554.79,554.79,0,468.601675,7000,2500.847222,226.781819
1919.443036,1,0,0,0,5427.830151,5500,2936.557193,626.771938
60.837925,1,387.42,0,387.42,0,1500,347.63772,172.234687
33.954525,0.454545,158,0,158,0,1200,178.116509,64.695731
491.91535,1,4527.64,4327.31,200.33,0,2300,4139.307545,287.805087
733.988674,1,83.47,83.47,0,0,9000,195.17029,219.056873
5606.778018,1,283.88,124.88,159,3637.857309,14500,12124.63957,1923.472385
408.310297,1,0,0,0,777.912775,1500,1488.832955,193.298562
580.649334,0.636364,0,0,0,1133.582799,1200,215.025138,291.847732
2709.099711,1,354.92,354.92,0,340.821615,8500,997.929231,642.622594
3821.413393,1,197,80.5,116.5,3926.684678,7000,700.151706,1540.518189
1224.95436,1,0,0,0,292.385578,1400,350.078829,566.002062
3846.74253,1,0,0,0,1932.460679,5600,496.245836,538.346874
5500.316126,1,0,0,0,4930.998256,9000,10036.80464,1915.072549
364.516232,1,0,0,0,720.251306,6500,94.932543,158.639188
688.993252,1,803.57,0,803.57,0,2000,253.769944,195.362332
3781.053716,1,764.19,0,764.19,279.13821,7000,1640.238914,2951.847301
1394.445085,1,0,0,0,279.693602,1600,389.817084,510.935129
117.205812,0.818182,215,215,0,0,1750,86.403222,182.994424
4373.439331,0.888889,1959.04,1570.04,389,5124.126997,7000,820.851704,1409.800552
2931.237524,1,150,150,0,1434.135353,3000,577.725789,1683.482088
310.666963,1,881.87,509.87,372,0,7500,274.936052,212.361801
970.120944,1,120,120,0,394.626936,1500,1646.068152,299.386794
931.144615,0.666667,1864.5,1864.5,0,148.542419,2000,194.303595,215.542334
1484.996584,1,170,170,0,0,1500,406.189673,479.239093
1967.931753,1,1344.85,1344.85,0,2509.019799,3500,3772.740721,600.505507
74.653975,0.818182,603.6,253.6,350,0,2500,431.710102,134.295856
84.783684,1,203.6,0,203.6,0,1500,206.472169,166.325041
668.742738,1,951.97,664.83,287.14,0,1000,1362.945215,310.674253
3790.510114,1,2626.06,2236.68,389.38,0,7500,2057.425716,2605.968939
58.241599,1,792.35,0,792.35,0,10000,762.107502,160.56702
226.804333,1,669.19,669.19,0,0,8000,1093.526476,173.672316
216.595085,1,270.21,270.21,0,232.881575,6000,453.391188,199.633262
1552.53528,1,2072.43,1518.4,554.03,0,7000,2522.068213,389.675365
1131.445959,1,0,0,0,1498.390707,1950,662.653149,213.351598
1048.403657,1,652.24,652.24,0,0,4000,2274.855647,669.585057
460.956973,1,145.28,35.25,110.03,1404.503073,8000,1235.201553,199.811334
5873.201628,1,146.68,42.66,104.02,2206.510074,8000,1951.218091,1669.058818
281.349361,1,473.34,0,473.34,0,1500,153.209881,182.388625
1207.886609,1,143,0,143,1358.395174,3000,398.257086,235.957305
9.12851,0.181818,80.06,80.06,0,0,1600,0,
929.473356,1,0,0,0,1335.247069,6000,430.236948,236.775013
907.120507,0.363636,98,0,98,2683.566903,3000,514.338268,796.476168
744.112849,1,1628.08,626.23,1001.85,0,6000,892.732912,263.48702
0,0,63.3,0,63.3,0,2700,0,
1499.324936,1,0,0,0,18.123413,1500,309.565852,526.749661
89.229937,0.909091,830,0,830,0,4000,923.299373,138.908017
1057.142919,1,789.96,739.96,50,0,8000,1328.926056,216.592529
2160.127684,1,353.22,127.28,225.94,185.02165,2500,3745.594702,4342.944882
740.231763,1,150,150,0,0,1800,1810.018994,371.232676
666.314773,0.545455,0,0,0,1435.898249,1500,444.852002,486.647187
1293.044047,1,0,0,0,1425.748356,1500,294.30747,286.673785
1360.795674,1,0,0,0,462.861443,1500,303.031979,443.781316
13.362018,0.363636,119.46,60.27,59.19,0,7500,534.740352,132.441551
2878.715983,1,909.16,513.78,395.38,2600.803827,3000,4103.582568,1872.752158
1792.255588,1,582.85,482.21,100.64,0,11500,4247.404958,451.556429
1939.822738,0.909091,1130.25,1130.25,0,1811.549006,3000,566.13825,970.417924
2939.047848,1,749,299,450,7130.160309,5000,4161.642762,972.65285
888.023397,0.909091,0,0,0,252.318137,1500,1734.981714,317.921967
13.959639,0.636364,149.88,29.9,119.98,0,4000,235.74496,156.767607
4413.461158,1,55.12,55.12,0,0,5000,1433.807814,2036.483418
2900.59088,1,588.48,588.48,0,0,3000,1189.418494,2648.004763
2600.500163,1,1301.9,1169.9,132,0,4500,530.552146,1230.24842
4075.540208,1,0,0,0,3502.346314,14000,8012.84957,1088.217898
791.117673,1,854.2,854.2,0,0,7350,5346.679636,5583.630482
950.31308,1,1022.84,1022.84,0,0,1500,818.113846,2083.026155
3.64248,0.272727,71.65,0,71.65,0,2000,270.73449,140.698664
6773.941979,1,14215,14215,0,464.795495,9000,5773.661106,6338.527589
906.830419,1,129,129,0,2168.295882,1700,2152.93568,539.700832
1705.435895,0.666667,0,0,0,3719.359585,4000,282.620956,418.372715
2311.164692,1,318.85,0,318.85,3541.752608,5000,526.713137,735.303992
2262.825216,0.727273,221.2,221.2,0,0,9000,6791.182982,826.907399
380.351858,0.909091,1216.21,1216.21,0,145.058195,3000,1605.939594,135.474623
3218.51979,1,0,0,0,1335.303813,14500,804.616908,771.133373
2089.451704,1,1256.49,879.61,376.88,1381.853089,2500,637.044684,1072.394817
103.611789,1,960.24,0,960.24,0,2700,938.788924,150.326767
1589.141901,1,0,0,0,1387.07837,3000,454.856663,557.016549
6369.895861,1,335.68,0,335.68,2607.530791,9000,1592.064294,1497.715051
4028.315428,1,0,0,0,275.691831,4500,892.224219,1572.219063
725.529062,1,8754.59,8636.73,117.86,0,4000,8648.305093,195.873012
1766.619204,1,261.12,233.54,27.58,958.092503,1950,1508.080601,398.520851
1935.116931,0.727273,0,0,0,4195.104578,7000,680.591231,964.502795
1487.517111,1,614.53,311.22,303.31,0,1700,570.147403,429.203871
4037.543707,1,1005.72,220,785.72,6203.612318,6000,3724.247764,1047.765097
7.954284,0.272727,56,56,0,0,10500,312.280331,82.975613
147.193451,1,2863.92,0,2863.92,0,2500,2589.303082,171.139818
1125.539048,1,645.96,59.9,586.06,1214.196152,1500,693.631165,384.147394
1950.956894,0.833333,0,0,0,2844.307484,3000,300.71395,405.461471
972.283554,0.363636,0,0,0,3210.308898,6000,413.800076,1023.857832
5931.699858,1,218,218,0,2527.492866,8000,1309.816518,1402.076478
1956.708852,1,1351.68,903.4,448.28,94.976442,2500,1240.372707,443.579192
1384.792038,1,133.34,0,133.34,0,2900,1877.881775,547.387346
7857.659056,1,1760.55,53,1707.55,7418.467899,15000,2114.977167,1942.656647
0,0,70.65,70.65,0,0,4000,95.733701,
5211.684904,1,0,0,0,2994.309677,6000,1376.037807,2011.577535
1832.096639,1,1560.21,1310.25,249.96,1862.018701,4000,60.712768,4958.944737
607.20006,1,549.08,216.95,332.13,67.423321,4500,471.103957,206.952931
9753.114706,1,10199.63,4585.44,5614.19,113.120409,15000,8292.65306,2296.958624
66.163293,0.909091,259.32,0,259.32,0,1500,384.275314,135.786608
859.588282,0.909091,48.16,48.16,0,9139.119365,10000,376.383077,263.710911
44.081566,1,503.25,0,503.25,0,8500,500.251341,171.601056
3776.150532,1,0,0,0,3335.783756,6000,881.37316,890.70637
99.527723,0.818182,1059.59,1059.59,0,0,2500,1438.379172,162.415247
2972.931391,1,60.54,0,60.54,988.385871,8500,5693.080357,1058.432256
1941.315169,1,262.08,0,262.08,0,5000,557.258278,490.403966
2852.354665,1,424.84,424.84,0,0,3000,725.815797,833.636185
432.058764,1,817.62,254.14,563.48,0,5100,2797.052769,314.307392
240.814517,0.181818,59,59,0,196.906234,5000,5135.531491,288.495064
978.091862,1,550.53,0,550.53,0,1200,1068.923263,254.433788
7387.803893,1,208,208,0,6728.679523,14000,1613.637071,1686.82882
1454.188994,1,70,70,0,296.081137,1500,688.566665,367.459274
21.968945,0.454545,335,0,335,0,1000,742.772271,145.138785
56.091512,0.818182,405,0,405,0,6727.272727,553.440125,171.037361
5920.486917,1,899.8,0,899.8,1694.266621,6500,1654.932016,1832.433867
216.702671,1,2205.51,1073.49,1132.02,0,7500,1941.251813,140.28742
9629.808851,1,0,0,0,4372.393835,12000,2468.988022,2134.295731
870.774939,1,169.03,20,149.03,432.747965,5000,444.462463,309.646636
867.244416,1,804.18,0,804.18,0,3700,1175.28625,343.753509
429.887213,1,898.34,295,603.34,0,6500,865.94452,178.267406
1884.252524,1,1358.88,116.63,1242.25,0,1200,303.560901,18959.86938
1801.045046,1,1684.29,1620.69,63.6,0,8000,4376.057598,600.900522
464.445178,1,436.3,0,436.3,0,1800,523.180176,182.241613
1876.290248,1,63.62,63.62,0,0,2000,383.273938,663.925938
1471.557317,1,577.58,0,577.58,529.067202,1500,1265.924345,1007.132278
410.021801,0.636364,1438.76,1060.66,378.1,0,3000,424.595959,258.959313
292.688812,1,2815.82,2047.65,768.17,0,7000,4382.773241,206.099083
5176.531297,1,67.84,67.84,0,2665.236381,6000,1178.560867,1330.593643
7776.4369,1,107.33,107.33,0,3404.231913,8500,1891.304756,1829.724497
1562.698176,1,354.04,354.04,0,0,6000,2975.946627,392.783086
7682.12519,1,663,663,0,5515.966342,9000,3206.54505,3989.603092
2251.631886,1,3727.77,3227.85,499.92,0,3150,3516.064225,795.92781
2783.614341,1,1725.05,700.05,1025,1004.424902,5000,812.534656,934.885255
2392.332606,1,2556.32,1566.42,989.9,4091.326388,6500,1336.30247,512.056995
4418.554352,1,960,0,960,958.069623,4500,1656.726415,2422.033266
226.35396,0.909091,2455.75,2230.75,225,0,6000,1999.316204,162.122511
148.7321,1,532.66,342.66,190,0,3000,476.194293,174.358116
793.005227,1,4.99,4.99,0,0,2500,1127.028432,223.627537
960.221148,0.727273,0,0,0,1357.652469,1500,308.039409,373.610849
2011.929899,1,208.5,0,208.5,0,7000,517.558081,1109.232571
7293.108794,1,0,0,0,1877.531533,8500,1816.195475,1659.404676
1033.41108,1,1020.3,1020.3,0,180.93905,1200,809.176783,465.807758
1375.427868,1,0,0,0,1658.888269,3000,474.560258,340.879992
0.683939,0.181818,17.7,17.7,0,0,1500,18.825023,10.074393
1328.569532,1,140,140,0,0,1600,326.461136,540.345357
87.931814,0.909091,617.5,0,617.5,0,4000,740.045839,150.708825
8897.437228,1,3710.57,1600,2110.57,588.051695,9000,2434.069001,4008.154371
140.120632,1,644.16,0,644.16,0,1500,399.905138,163.128265
488.00991,1,102.98,0,102.98,0,7000,186.660086,191.949816
3356.816523,1,0,0,0,1831.109653,3500,661.24329,596.541854
2.796865,0.272727,170.92,170.92,0,0,4000,227.392057,37.257557
2453.444449,1,622.16,0,622.16,0,2500,1205.366513,1145.810573
2146.005518,0.909091,469.83,469.83,0,0,8500,1025.916057,477.907704
4504.79334,1,0,0,0,4707.988554,7500,1786.385347,1086.360075
1406.388339,1,542.7,542.7,0,305.496366,1600,505.060863,451.453969
4013.183067,1,2591.77,1956.09,635.68,1437.475493,8500,8342.187656,997.196
11631.32337,1,14686.1,0,14686.1,3422.724703,13600,11400.6013,10285.13412
1839.93046,1,26.12,26.12,0,158.971239,1950,525.947589,627.660656
845.307601,0.181818,0,0,0,5452.074197,6000,1148.343858,1441.839102
1202.869845,1,0,0,0,1408.583789,1500,388.040315,182.935266
1076.586375,1,2204.54,877.89,1326.65,0,1000,2514.502136,2301.241067
1593.619532,1,0,0,0,209.211041,1800,612.459086,524.499084
0,0,61.21,61.21,0,0,2600,0,
22.242824,1,236.28,236.28,0,0,4000,258.45701,153.481269
132.993735,0.454545,1383.67,1358.77,24.9,0,7000,1270.735859,103.971481
5438.546318,1,287.43,0,287.43,1661.975726,6500,1297.428044,1331.499517
666.123984,1,1999.7,351,1648.7,0,3100,667.118376,264.338574
1862.269621,0.909091,0,0,0,2934.816408,3000,970.716436,474.957649
3616.001088,1,365,365,0,377.340385,9500,1215.577201,865.861706
1763.755481,1,2233.3,2233.3,0,0,13000,2209.056302,405.557756
452.094148,1,5073.53,4752.26,321.27,0,7000,3923.560419,176.275371
64.162396,1,541.6,0,541.6,0,7500,377.067598,204.81908
9342.15857,1,0,0,0,3666.845105,11000,2308.545227,2400.161872
2267.245868,1,0,0,0,2577.952598,3000,510.067074,468.709937
1461.259621,1,178.67,0,178.67,0,6500,666.357134,491.582146
844.837833,1,2196.38,1868.83,327.55,2716.83907,5000,3274.100331,245.892171
1402.44598,1,0,0,0,109.398095,1500,438.031669,432.195428
1838.159648,1,0,0,0,713.245337,3500,2958.852784,835.751337
333.810017,1,4678.63,3389.73,1288.9,0,2500,3789.993246,162.295285
4526.591303,1,1806.5,976.5,830,4354.491196,9000,1329.600846,947.556185
74.0153,1,546.7,0,546.7,0,4000,673.234502,153.314788
88.492683,0.727273,0,0,0,438.517219,2500,481.996972,78.113848
1508.80711,1,372.16,325.32,46.84,1172.467897,2500,2948.81126,1021.416857
3.925627,0.454545,17.8,17.8,0,0,2500,649.54356,84.757464
65.207898,0.454545,350,350,0,0,8000,369.369235,97.235037
10871.08518,1,0,0,0,4822.559803,18000,2735.624602,2595.765441
1845.113513,1,258.9,258.9,0,251.188184,2000,486.093032,515.528152
4432.514906,1,1543.75,1543.75,0,2188.478475,9000,1042.51532,1307.289892
1133.652007,1,34.83,34.83,0,0,1200,309.340005,279.044103
1054.466688,1,142.8,142.8,0,0,1200,515.767434,319.949186
449.123098,1,65,65,0,354.816958,2500,118.654655,239.240948
1760.407415,1,0,0,0,364.974098,3500,1868.315118,593.24323
2308.191918,1,47.8,0,47.8,0,3000,617.883193,590.47289
2007.080218,1,75,0,75,1270.19897,2500,453.694102,498.284122
6045.192228,1,0,0,0,2628.993114,8500,1507.863241,1615.436709
4393.939007,1,417.08,417.08,0,2126.961648,5300,1026.406336,1152.616381
969.346477,0.545455,0,0,0,7217.705353,5200,7122.694558,218.463565
784.897871,1,0,0,0,312.283682,1600,287.326954,269.699364
509.900317,0.363636,21,0,21,0,11500,23150.57184,1863.225391
124.561589,0.636364,1674.16,1674.16,0,0,1800,2397.018501,144.268048
175.930384,0.333333,264.98,0,264.98,1556.629433,1500,5379.820725,153.461233
250.493739,1,500.67,500.67,0,0,12000,589.69489,197.615598
1735.137321,1,1879.92,1879.92,0,934.051432,4000,3986.076109,429.538814
89.708187,1,1808.6,1808.6,0,450.417925,7500,1890.186096,139.117341
1954.920348,1,1016.34,1016.34,0,0,7500,481.559934,595.650324
81.860834,0.909091,710.09,392,318.09,0,7500,684.774819,97.399107
165.544411,0.818182,468.6,335.4,133.2,18.126683,1700,1389.092134,198.260864
935.778608,1,645.83,645.83,0,2607.507856,6500,5524.371958,290.170065
1574.330411,1,869.26,0,869.26,0,1500,1341.941189,1534.646713
833.62924,1,1171.28,856.28,315,0,6500,1034.871633,262.137054
0,0,103.68,103.68,0,0,2500,230.652819,
56.837819,0.727273,584.34,584.34,0,0,9500,1074.374998,128.896127
51.759686,0.818182,256.5,0,256.5,0,4000,282.494417,156.138846
2675.636728,1,1257.27,1115.92,141.35,0,6000,1380.967309,622.738695
1907.364819,1,192.88,138,54.88,0,7500,1484.679588,684.377166
182.085903,1,1935.16,1935.16,0,0,13500,2559.793542,212.12069
243.590067,1,1995.25,410.21,1585.04,0,5700,2413.9198,227.534843
2130.117689,1,63.38,0,63.38,1131.804112,2500,1125.751115,592.360464
4660.384868,1,0,0,0,782.193415,5000,1161.791759,1309.518909
129.314624,1,94.5,0,94.5,0,1500,132.94586,849.067783
1963.239125,1,67.55,0,67.55,1935.971876,2500,459.929854,543.168888
1166.660018,1,2452.69,1541.69,911,0,1500,1259.60563,271.109376
42.996921,1,230.04,230.04,0,0,200,187.489678,186.703736
4064.615698,1,351,0,351,2412.0422,5000,702.91438,2615.222618
25.095678,0.888889,177.76,0,177.76,0,1500,138.239594,130.345404
1149.160308,1,30.6,30.6,0,112.385792,3000,3169.387626,510.304379
210.670699,1,2675.53,1132.69,1542.84,0,5000,2496.741743,173.308474
896.347796,1,0,0,0,989.764347,2500,280.037759,257.298488
5709.486507,0.833333,0,0,0,2794.326341,6000,550.513331,1299.46337
68.207625,0.363636,536,0,536,0,4000,1204.801315,186.15796
82.483732,1,1301.05,30,1271.05,0,7500,1264.358895,194.410326
95.267927,1,571.64,0,571.64,0,8800,558.81781,191.864946
4788.283283,1,0,0,0,437.808586,5000,823.840717,1934.821741
13.922594,0.909091,182.1,0,182.1,0,5500,231.561711,159.668759
6246.069586,1,0,0,0,5518.29804,10000,1462.274274,2206.014199
409.38122,0.545455,3197.42,3197.42,0,1668.819905,6000,5000.150942,204.042253
3688.371995,1,0,0,0,10746.54538,7000,10906.06846,1059.881395
2924.640322,1,0,0,0,6817.656826,6500,2455.218599,751.502763
67.869072,0.454545,502.52,0,502.52,0,1000,1297.259048,140.879535
8571.315438,1,0,0,0,6543.824302,10000,2274.349191,2222.681317
6209.488896,1,0,0,0,3674.314806,8500,1417.16906,1425.192934
73.189931,0.636364,199.96,199.96,0,0,2000,362.012001,167.584529
8341.513474,1,5410.31,2265.38,3144.93,0,11100,4058.304036,2575.6226
1377.184745,1,0,0,0,173.972384,1500,366.247349,451.841215
5532.653003,1,2491.83,1449.12,1042.71,3504.619697,10500,1683.540792,1437.443187
4445.044609,1,5714.5,3055.5,2659,3575.55006,5000,9315.869127,2935.639712
3747.079869,1,0,0,0,3970.509167,6000,6841.765563,1249.799792
124.117838,0.363636,14.98,14.98,0,0,1700,607.535166,43.582049
5905.955278,1,1642.94,1642.94,0,2154.941692,12200,1439.105644,1429.520664
4861.692801,1,54.25,0,54.25,2986.039891,9000,1609.448663,1410.13097
7579.855749,1,4544.7,1583.96,2960.74,470.690431,11500,1967.604336,1955.832192
13.141343,0.545455,850.44,150,700.44,0,1000,766.489028,28.116598
6023.720208,1,1182.08,432.25,749.83,4295.168396,10000,3888.521014,1405.441642
189.722981,1,1771.78,231.23,1540.55,0,6700,1678.622679,188.591146
1179.878115,1,0,0,0,127.034,1200,400.481025,355.300563
4653.854929,1,360,360,0,4267.21357,5000,2676.029302,5204.152199
355.125926,1,269.75,269.75,0,0,2000,960.623536,202.824829
3122.507074,1,10755.68,6488.74,4266.94,573.846921,10000,5199.074518,787.853297
2101.04762,1,184,184,0,1881.773648,2500,2231.251407,726.381528
76.046682,1,1440.93,26.61,1414.32,0,12000,1311.209483,147.350402
868.808006,1,39.83,33.5,6.33,0,1950,264.721497,282.178494
1484.693487,1,399.96,0,399.96,0,1200,185.006776,10729.24905
826.019814,1,6856.25,6856.25,0,0,10500,6429.084786,215.361187
423.629272,1,2485.54,2349.3,136.24,0,4500,2590.141003,180.488982
2806.343181,1,0,0,0,274.463254,3000,797.82877,937.454272
1455.180323,1,81.1,81.1,0,249.897384,1800,377.255832,587.838614
4839.379685,1,503.64,503.64,0,7811.002437,10000,8307.329219,1991.934051
3642.140907,1,3338.1,218.82,3119.28,0,6000,1793.138722,871.776232
305.506746,1,0,0,0,381.399683,6000,402.20014,180.815649
5379.384053,1,501.09,501.09,0,0,9000,1480.283481,1923.071434
1132.615315,1,136.19,136.19,0,0,5100,346.986446,407.889131
172.316897,0.181818,368.49,368.49,0,1731.561995,2500,0,
215.015895,0.285714,0,0,0,1034.617513,1500,0,
2120.098679,1,0,0,0,4834.483762,6000,2856.303303,654.963612
1647.461444,1,323.55,323.55,0,0,5000,669.943854,607.902881
2837.322217,1,35,35,0,804.52054,3000,618.234466,762.082055
926.218872,1,1218.92,0,1218.92,0,13000,2913.075304,267.051909
1309.983442,1,504.5,207.6,296.9,2800.75903,7500,1795.634727,297.714417
3.93442,0.636364,29.99,29.99,0,0,1800,18.769077,42.100823
306.084815,0.888889,3200,0,3200,0,2500,3017.573426,116.302492
2854.716657,1,0,0,0,333.917678,3000,712.005753,941.643087
10.811047,0.454545,85.5,0,85.5,0,1500,245.987433,132.932707
185.984965,0.454545,482.24,392.24,90,903.843591,1200,2333.997439,160.900585
6533.312256,1,504.33,234.39,269.94,2308.315512,11000,1670.6627,1498.484584
50.582235,0.909091,428,110,318,0,1700,541.419745,139.585651
545.767741,1,102.4,0.01,102.39,526.948456,1500,812.543364,248.91561
1592.974511,1,0,0,0,147.114012,1700,326.19924,484.066784
80.178891,1,1200,0,1200,0,1200,1037.62728,165.880254
715.044288,1,249.96,0,249.96,828.943053,1000,189.02697,261.530262
752.26105,1,4019.86,3627.86,392,5632.549503,3000,7574.577354,237.824379
168.909599,0.909091,2313.68,125.4,2188.28,0,8000,2987.023425,164.438353
1256.034535,1,545.74,110,435.74,381.203187,7000,561.983691,294.602332
533.990908,0.545455,1286.1,1129.82,156.28,95.526303,1200,55.766782,739.571101
79.462211,0.727273,1073.97,1073.97,0,0,8100,866.683765,116.514395
1152.591573,0.666667,50,50,0,2172.551397,2500,99.26684,405.504082
790.367002,1,3663.31,2744.88,918.43,0,5000,4232.922974,250.545557
2694.354265,1,0,0,0,3711.466877,8500,3388.94577,567.291789
364.464393,0.818182,1050.76,1050.76,0,0,1200,1195.876023,173.488987
173.329004,1,72,0,72,0,8050,191.693568,189.060724
302.768674,1,3028.94,2033.94,995,0,2400,2893.951915,163.750989
870.783501,1,1813.87,916.2,897.67,0,7500,1483.654129,232.0668
2806.264846,1,1021.66,25,996.66,0,6500,728.025537,1026.321014
425.966019,1,2219.33,2060.5,158.83,0,9000,2268.864868,211.168736
1525.063274,1,150,150,0,264.96017,1800,733.240634,469.758727
1060.209389,1,43.2,0,43.2,176.22717,1200,676.139575,314.901632
1068.046178,1,1632.83,285,1347.83,0,3600,3541.399754,549.246265
6533.309582,1,0,0,0,4257.018953,8500,1691.047119,1914.459253
128.558239,1,720,0,720,0,1000,598.322582,197.443037
1502.292117,1,0,0,0,188.762242,4600,544.978537,368.962968
999.528562,1,662.98,583,79.98,495.595993,1400,691.407037,676.34902
864.760723,1,1894.5,1601.7,292.8,808.489505,4100,1295.954973,286.246906
465.332882,1,6920.08,5182.71,1737.37,0,9500,5691.439238,235.694396
2187.00313,0.9,0,0,0,892.792807,3000,460.103356,455.40632
2073.595183,1,1716.11,1716.11,0,0,7000,1608.073274,699.559936
3592.56906,1,0,0,0,1286.356207,4500,820.438917,1048.73584
1861.43505,1,247.45,0,247.45,3760.827918,4000,903.972319,716.103395
1176.753991,1,0,0,0,1817.167913,2000,768.296414,318.681676
146.647091,1,866.57,684.87,181.7,0,2500,1085.866453,119.015325
1396.385805,1,25.2,25.2,0,1920.24988,2500,410.617369,503.627101
48.272361,0.727273,750,250,500,0,6500,912.949944,74.0589
1440.568286,1,0,0,0,56.461898,1500,474.645124,548.86868
7595.24699,1,1422.12,1196.98,225.14,4798.127161,10000,2283.468603,2631.254565
473.679359,1,2580.63,1608.74,971.89,0,8500,2358.035548,263.453051
